file,tranche,eng,tier,status,inSize,outSize,saved,ssimMin,ssimMean,dim,renderFail,opens,qpdfOk,secs,note,flagged
cc-2023-2023174.pdf,cc,gs,q300,,4728756,4731526,-0.06,0.849,0.961,false,false,true,true,0.17,,
cc-2023-2023174.pdf,cc,gs,q150,,4728756,2694852,43.01,0.847,0.96,false,false,true,true,0.37,,
cc-2023-2023174.pdf,cc,gs,q72,,4728756,524169,88.92,0.768,0.937,false,false,true,true,0.3,,
cc-2023-2023174.pdf,cc,mutool,lossless,,4728756,4725342,0.07,1,1,false,false,true,true,0.02,,
cc-2023-2023174.pdf,cc,mutool,q300,,4728756,6942192,-46.81,1,1,false,false,true,true,0.47,,
cc-2023-2023174.pdf,cc,mutool,q150,,4728756,7630160,-61.36,0.999,1,false,false,true,true,0.46,,
cc-2023-2023174.pdf,cc,mutool,q72,,4728756,5208040,-10.14,0.861,0.959,false,false,true,true,0.28,,
cc-2023-2023174.pdf,cc,qpdf,lossless,,4728756,4725363,0.07,1,1,false,false,true,true,0.01,,
cc-2023-2023176.pdf,cc,hyper,lossless,,11246,9201,18.18,1,1,false,false,true,true,0.01,,
cc-2023-2023176.pdf,cc,hyper,q300,,11246,9201,18.18,1,1,false,false,true,true,0.01,,
cc-2023-2023176.pdf,cc,hyper,q150,,11246,9201,18.18,1,1,false,false,true,true,0.01,,
cc-2023-2023176.pdf,cc,hyper,q72,,11246,9201,18.18,1,1,false,false,true,true,0.01,,
cc-2023-2023176.pdf,cc,gs,lossless,,11246,22697,-101.82,0.956,0.982,false,false,true,true,0.17,,
cc-2023-2023176.pdf,cc,gs,q300,,11246,25776,-129.2,0.956,0.982,false,false,true,true,0.15,,
cc-2023-2023176.pdf,cc,gs,q150,,11246,12473,-10.91,1,1,false,false,true,true,0.14,,
cc-2023-2023176.pdf,cc,gs,q72,,11246,12473,-10.91,1,1,false,false,true,true,0.14,,
cc-2023-2023176.pdf,cc,mutool,lossless,,11246,9669,14.02,1,1,false,false,true,true,0.02,,
cc-2023-2023176.pdf,cc,mutool,q300,,11246,9599,14.65,0.026,0.028,false,false,true,true,0.02,,true
cc-2023-2023176.pdf,cc,mutool,q150,,11246,9599,14.65,0.026,0.028,false,false,true,true,0.02,,true
cc-2023-2023176.pdf,cc,mutool,q72,,11246,9599,14.65,0.026,0.028,false,false,true,true,0.02,,true
cc-2023-2023176.pdf,cc,qpdf,lossless,,11246,9196,18.23,1,1,false,false,true,true,0.01,,
cc-2023-2023178.pdf,cc,hyper,lossless,,9877,5495,44.37,1,1,false,false,true,true,0.01,,
cc-2023-2023178.pdf,cc,hyper,q300,,9877,5495,44.37,1,1,false,false,true,true,0.01,,
cc-2023-2023178.pdf,cc,hyper,q150,,9877,5495,44.37,1,1,false,false,true,true,0.01,,
cc-2023-2023178.pdf,cc,hyper,q72,,9877,5495,44.37,1,1,false,false,true,true,0.01,,
cc-2023-2023178.pdf,cc,gs,lossless,,9877,12751,-29.1,0.989,0.989,false,false,true,true,0.13,,
cc-2023-2023178.pdf,cc,gs,q300,,9877,15486,-56.79,0.989,0.989,false,false,true,true,0.13,,
cc-2023-2023178.pdf,cc,gs,q150,,9877,12936,-30.97,0.989,0.989,false,false,true,true,0.13,,
cc-2023-2023178.pdf,cc,gs,q72,,9877,12936,-30.97,0.989,0.989,false,false,true,true,0.15,,
cc-2023-2023178.pdf,cc,mutool,lossless,,9877,5667,42.62,1,1,false,false,true,true,0.02,,
cc-2023-2023178.pdf,cc,mutool,q300,,9877,5562,43.69,1,1,false,false,true,true,0.02,,
cc-2023-2023178.pdf,cc,mutool,q150,,9877,5562,43.69,1,1,false,false,true,true,0.02,,
cc-2023-2023178.pdf,cc,mutool,q72,,9877,5562,43.69,1,1,false,false,true,true,0.02,,
cc-2023-2023178.pdf,cc,qpdf,lossless,,9877,5490,44.42,1,1,false,false,true,true,0,,
cc-2023-2023183.pdf,cc,hyper,lossless,,311624,305545,1.95,1,1,false,false,true,true,0.15,,
cc-2023-2023183.pdf,cc,hyper,q300,,311624,188265,39.59,0.998,0.998,false,false,true,true,0.52,,
cc-2023-2023183.pdf,cc,hyper,q150,,311624,161106,48.3,0.997,0.997,false,false,true,true,0.67,,
cc-2023-2023183.pdf,cc,hyper,q72,,311624,86100,72.37,0.995,0.995,false,false,true,true,0.44,,
cc-2023-2023183.pdf,cc,gs,lossless,,311624,1064836,-241.71,1,1,false,false,true,true,0.17,,
cc-2023-2023183.pdf,cc,gs,q300,,311624,1252524,-301.93,0.998,0.998,false,false,true,true,0.18,,
cc-2023-2023183.pdf,cc,gs,q150,,311624,225708,27.57,0.998,0.998,false,false,true,true,5.19,,
cc-2023-2023183.pdf,cc,gs,q72,,311624,106009,65.98,0.996,0.996,false,false,true,true,5.16,,
cc-2023-2023183.pdf,cc,mutool,lossless,,311624,305958,1.82,1,1,false,false,true,true,0.02,,
cc-2023-2023183.pdf,cc,mutool,q300,,311624,305946,1.82,1,1,false,false,true,true,0.37,,
cc-2023-2023183.pdf,cc,mutool,q150,,311624,305946,1.82,1,1,false,false,true,true,0.41,,
cc-2023-2023183.pdf,cc,mutool,q72,,311624,281680,9.61,0.995,0.995,false,false,true,true,0.28,,
cc-2023-2023183.pdf,cc,qpdf,lossless,,311624,306488,1.65,1,1,false,false,true,true,0.01,,
cc-2023-2023185.pdf,cc,hyper,lossless,,245939,228794,6.97,1,1,false,false,true,true,0.04,,
cc-2023-2023185.pdf,cc,hyper,q300,,245939,64917,73.6,0.996,0.998,false,false,true,true,0.04,,
cc-2023-2023185.pdf,cc,hyper,q150,,245939,63727,74.09,0.996,0.998,false,false,true,true,0.04,,
cc-2023-2023185.pdf,cc,hyper,q72,,245939,62635,74.53,0.996,0.998,false,false,true,true,0.04,,
cc-2023-2023185.pdf,cc,gs,lossless,,245939,148154,39.76,1,1,false,false,true,true,0.1,,
cc-2023-2023185.pdf,cc,gs,q300,,245939,141980,42.27,1,1,false,false,true,true,0.1,,
cc-2023-2023185.pdf,cc,gs,q150,,245939,131796,46.41,1,1,false,false,true,true,0.11,,
cc-2023-2023185.pdf,cc,gs,q72,,245939,131793,46.41,1,1,false,false,true,true,0.13,,
cc-2023-2023185.pdf,cc,mutool,lossless,,245939,240122,2.37,1,1,false,false,true,true,0.02,,
cc-2023-2023185.pdf,cc,mutool,q300,,245939,133489,45.72,0.999,1,false,false,true,true,0.03,,
cc-2023-2023185.pdf,cc,mutool,q150,,245939,130110,47.1,0.999,1,false,false,true,true,0.04,,
cc-2023-2023185.pdf,cc,mutool,q72,,245939,126820,48.43,0.999,1,false,false,true,true,0.03,,
cc-2023-2023185.pdf,cc,qpdf,lossless,,245939,229166,6.82,1,1,false,false,true,true,0.02,,
cc-2023-2023200.pdf,cc,hyper,lossless,,172948,141924,17.94,0.985,0.997,false,false,true,true,0.08,,
cc-2023-2023200.pdf,cc,hyper,q300,,172948,108325,37.37,0.985,0.997,false,false,true,true,0.08,,
cc-2023-2023200.pdf,cc,hyper,q150,,172948,103022,40.43,0.985,0.997,false,false,true,true,0.07,,
cc-2023-2023200.pdf,cc,hyper,q72,,172948,80280,53.58,0.985,0.996,false,false,true,true,0.05,,
cc-2023-2023200.pdf,cc,gs,lossless,,172948,264757,-53.08,0.859,0.914,false,false,true,true,0.25,,
cc-2023-2023200.pdf,cc,gs,q300,,172948,211773,-22.45,0.859,0.914,false,false,true,true,0.2,,
cc-2023-2023200.pdf,cc,gs,q150,,172948,165441,4.34,0.859,0.914,false,false,true,true,0.31,,
cc-2023-2023200.pdf,cc,gs,q72,,172948,126617,26.79,0.859,0.913,false,false,true,true,0.3,,
cc-2023-2023200.pdf,cc,mutool,lossless,,172948,169530,1.98,1,1,false,false,true,true,0.03,,
cc-2023-2023200.pdf,cc,mutool,q300,,172948,162454,6.07,1,1,false,false,true,true,0.06,,
cc-2023-2023200.pdf,cc,mutool,q150,,172948,162454,6.07,1,1,false,false,true,true,0.07,,
cc-2023-2023200.pdf,cc,mutool,q72,,172948,95013,45.06,0.994,0.999,false,false,true,true,0.08,,
cc-2023-2023200.pdf,cc,qpdf,lossless,,172948,144857,16.24,1,1,false,false,true,true,0.06,,
cc-2023-2023213.pdf,cc,hyper,lossless,,272818,205464,24.69,1,1,false,false,true,true,0.18,,
cc-2023-2023213.pdf,cc,hyper,q300,,272818,205464,24.69,1,1,false,false,true,true,0.17,,
cc-2023-2023213.pdf,cc,hyper,q150,,272818,205464,24.69,1,1,false,false,true,true,0.2,,
cc-2023-2023213.pdf,cc,hyper,q72,,272818,205464,24.69,1,1,false,false,true,true,0.17,,
cc-2023-2023213.pdf,cc,gs,lossless,,272818,242340,11.17,1,1,false,false,true,true,0.15,,
cc-2023-2023213.pdf,cc,gs,q300,,272818,245145,10.14,1,1,false,false,true,true,0.12,,
cc-2023-2023213.pdf,cc,gs,q150,,272818,242505,11.11,1,1,false,false,true,true,0.13,,
cc-2023-2023213.pdf,cc,gs,q72,,272818,242503,11.11,1,1,false,false,true,true,0.13,,
cc-2023-2023213.pdf,cc,mutool,lossless,,272818,268180,1.7,1,1,false,false,true,true,0.02,,
cc-2023-2023213.pdf,cc,mutool,q300,,272818,257064,5.77,1,1,false,false,true,true,0.08,,
cc-2023-2023213.pdf,cc,mutool,q150,,272818,257064,5.77,1,1,false,false,true,true,0.08,,
cc-2023-2023213.pdf,cc,mutool,q72,,272818,257064,5.77,1,1,false,false,true,true,0.09,,
cc-2023-2023213.pdf,cc,qpdf,lossless,,272818,262822,3.66,1,1,false,false,true,true,0.1,,
cc-2023-2023222.pdf,cc,hyper,lossless,,330861,162294,50.95,1,1,false,false,true,true,0.07,,
cc-2023-2023222.pdf,cc,hyper,q300,,330861,162294,50.95,1,1,false,false,true,true,0.07,,
cc-2023-2023222.pdf,cc,hyper,q150,,330861,162294,50.95,1,1,false,false,true,true,0.07,,
cc-2023-2023222.pdf,cc,hyper,q72,,330861,161814,51.09,0.998,1,false,false,true,true,0.06,,
cc-2023-2023222.pdf,cc,gs,lossless,,330861,577385,-74.51,0.903,0.969,false,false,true,true,0.73,,
cc-2023-2023222.pdf,cc,gs,q300,,330861,582986,-76.2,0.903,0.969,false,false,true,true,0.63,,
cc-2023-2023222.pdf,cc,gs,q150,,330861,577568,-74.57,0.903,0.969,false,false,true,true,0.76,,
cc-2023-2023222.pdf,cc,gs,q72,,330861,575536,-73.95,0.903,0.969,false,false,true,true,0.68,,
cc-2023-2023222.pdf,cc,mutool,lossless,,330861,312121,5.66,1,1,false,false,true,true,0.03,,
cc-2023-2023222.pdf,cc,mutool,q300,,330861,311240,5.93,1,1,false,false,true,true,0.06,,
cc-2023-2023222.pdf,cc,mutool,q150,,330861,311240,5.93,1,1,false,false,true,true,0.05,,
cc-2023-2023222.pdf,cc,mutool,q72,,330861,311240,5.93,1,1,false,false,true,true,0.06,,
cc-2023-2023222.pdf,cc,qpdf,lossless,,330861,311751,5.78,1,1,false,false,true,true,0.04,,
cc-2023-2023235.pdf,cc,hyper,lossless,,91707,34595,62.28,1,1,false,false,true,true,0.01,,
cc-2023-2023235.pdf,cc,hyper,q300,,91707,34595,62.28,1,1,false,false,true,true,0.01,,
cc-2023-2023235.pdf,cc,hyper,q150,,91707,34595,62.28,1,1,false,false,true,true,0.01,,
cc-2023-2023235.pdf,cc,hyper,q72,,91707,34595,62.28,1,1,false,false,true,true,0.01,,
cc-2023-2023235.pdf,cc,gs,lossless,,91707,101940,-11.16,0.997,0.999,false,false,true,true,0.2,,
cc-2023-2023235.pdf,cc,gs,q300,,91707,104697,-14.16,0.997,0.999,false,false,true,true,0.21,,
cc-2023-2023235.pdf,cc,gs,q150,,91707,102117,-11.35,0.997,0.999,false,false,true,true,0.19,,
cc-2023-2023235.pdf,cc,gs,q72,,91707,102114,-11.35,0.997,0.999,false,false,true,true,0.2,,
cc-2023-2023235.pdf,cc,mutool,lossless,,91707,87129,4.99,1,1,false,false,true,true,0.03,,
cc-2023-2023235.pdf,cc,mutool,q300,,91707,87053,5.07,1,1,false,false,true,true,0.02,,
cc-2023-2023235.pdf,cc,mutool,q150,,91707,87053,5.07,1,1,false,false,true,true,0.02,,
cc-2023-2023235.pdf,cc,mutool,q72,,91707,87053,5.07,1,1,false,false,true,true,0.02,,
cc-2023-2023235.pdf,cc,qpdf,lossless,,91707,86921,5.22,1,1,false,false,true,true,0.01,,
cc-2023-2023237.pdf,cc,hyper,lossless,,20424700,20397912,0.13,1,1,false,false,true,true,0.6,,
cc-2023-2023237.pdf,cc,hyper,q300,,20424700,17230538,15.64,0.999,1,false,false,true,true,36.48,,
cc-2023-2023237.pdf,cc,hyper,q150,,20424700,14417527,29.41,0.963,0.985,false,false,true,true,37.13,,
cc-2023-2023237.pdf,cc,hyper,q72,,20424700,3036870,85.13,0.86,0.948,false,false,true,true,11.08,,
cc-2023-2023237.pdf,cc,gs,lossless,,20424700,20536384,-0.55,1,1,false,false,true,true,0.99,,
cc-2023-2023237.pdf,cc,gs,q300,,20424700,20540697,-0.57,1,1,false,false,true,true,0.92,,
cc-2023-2023237.pdf,cc,gs,q150,,20424700,20287199,0.67,0.999,1,false,false,true,true,2.14,,
cc-2023-2023237.pdf,cc,gs,q72,,20424700,5437263,73.38,0.859,0.948,false,false,true,true,2.02,,
cc-2023-2023237.pdf,cc,mutool,lossless,,20424700,20401448,0.11,1,1,false,false,true,true,0.03,,
cc-2023-2023237.pdf,cc,mutool,q300,,20424700,20398156,0.13,1,1,false,false,true,true,3.06,,
cc-2023-2023237.pdf,cc,mutool,q150,,20424700,20389063,0.17,1,1,false,false,true,true,3,,
cc-2023-2023237.pdf,cc,mutool,q72,,20424700,4822233,76.39,0.857,0.947,false,false,true,true,1.92,,
cc-2023-2023237.pdf,cc,qpdf,lossless,,20424700,20397900,0.13,1,1,false,false,true,true,0.07,,
cc-2023-2023239.pdf,cc,hyper,lossless,,61955,58236,6,1,1,false,false,true,true,0.02,,
cc-2023-2023239.pdf,cc,hyper,q300,,61955,58236,6,1,1,false,false,true,true,0.02,,
cc-2023-2023239.pdf,cc,hyper,q150,,61955,58236,6,1,1,false,false,true,true,0.02,,
cc-2023-2023239.pdf,cc,hyper,q72,,61955,58236,6,1,1,false,false,true,true,0.02,,
cc-2023-2023239.pdf,cc,gs,lossless,,61955,60470,2.4,1,1,false,false,true,true,0.07,,
cc-2023-2023239.pdf,cc,gs,q300,,61955,63500,-2.49,1,1,false,false,true,true,0.07,,
cc-2023-2023239.pdf,cc,gs,q150,,61955,60652,2.1,1,1,false,false,true,true,0.07,,
cc-2023-2023239.pdf,cc,gs,q72,,61955,60651,2.1,1,1,false,false,true,true,0.08,,
cc-2023-2023239.pdf,cc,mutool,lossless,,61955,59349,4.21,1,1,false,false,true,true,0.01,,
cc-2023-2023239.pdf,cc,mutool,q300,,61955,59747,3.56,1,1,false,false,true,true,0.04,,
cc-2023-2023239.pdf,cc,mutool,q150,,61955,59747,3.56,1,1,false,false,true,true,0.03,,
cc-2023-2023239.pdf,cc,mutool,q72,,61955,59747,3.56,1,1,false,false,true,true,0.04,,
cc-2023-2023239.pdf,cc,qpdf,lossless,,61955,59184,4.47,1,1,false,false,true,true,0.01,,
cc-2023-2023244.pdf,cc,hyper,lossless,,10256,4715,54.03,1,1,false,false,true,true,0.01,,
cc-2023-2023244.pdf,cc,hyper,q300,,10256,4715,54.03,1,1,false,false,true,true,0.01,,
cc-2023-2023244.pdf,cc,hyper,q150,,10256,4715,54.03,1,1,false,false,true,true,0.01,,
cc-2023-2023244.pdf,cc,hyper,q72,,10256,4715,54.03,1,1,false,false,true,true,0.01,,
cc-2023-2023244.pdf,cc,gs,lossless,,10256,148009,-1343.15,0.869,0.869,false,false,true,true,0.32,,
cc-2023-2023244.pdf,cc,gs,q300,,10256,153398,-1395.69,0.869,0.869,false,false,true,true,0.27,,
cc-2023-2023244.pdf,cc,gs,q150,,10256,148184,-1344.85,0.869,0.869,false,false,true,true,0.28,,
cc-2023-2023244.pdf,cc,gs,q72,,10256,148182,-1344.83,0.869,0.869,false,false,true,true,0.26,,
cc-2023-2023244.pdf,cc,mutool,lossless,,10256,7694,24.98,1,1,false,false,true,true,0.01,,
cc-2023-2023244.pdf,cc,mutool,q300,,10256,7640,25.51,1,1,false,false,true,true,0.02,,
cc-2023-2023244.pdf,cc,mutool,q150,,10256,7640,25.51,1,1,false,false,true,true,0.02,,
cc-2023-2023244.pdf,cc,mutool,q72,,10256,7640,25.51,1,1,false,false,true,true,0.02,,
cc-2023-2023244.pdf,cc,qpdf,lossless,,10256,7300,28.82,1,1,false,false,true,true,0,,
cc-2023-2023246.pdf,cc,hyper,lossless,,44543,19386,56.48,1,1,false,false,true,true,0.01,,
cc-2023-2023246.pdf,cc,hyper,q300,,44543,19386,56.48,1,1,false,false,true,true,0.01,,
cc-2023-2023246.pdf,cc,hyper,q150,,44543,19386,56.48,1,1,false,false,true,true,0.01,,
cc-2023-2023246.pdf,cc,hyper,q72,,44543,19386,56.48,1,1,false,false,true,true,0.02,,
cc-2023-2023246.pdf,cc,gs,lossless,,44543,36194,18.74,1,1,false,false,true,true,0.18,,
cc-2023-2023246.pdf,cc,gs,q300,,44543,41570,6.67,1,1,false,false,true,true,0.17,,
cc-2023-2023246.pdf,cc,gs,q150,,44543,31200,29.96,1,1,false,false,true,true,0.21,,
cc-2023-2023246.pdf,cc,gs,q72,,44543,31200,29.96,1,1,false,false,true,true,0.18,,
cc-2023-2023246.pdf,cc,mutool,lossless,,44543,33284,25.28,1,1,false,false,true,true,0.02,,
cc-2023-2023246.pdf,cc,mutool,q300,,44543,33859,23.99,1,1,false,false,true,true,0.03,,
cc-2023-2023246.pdf,cc,mutool,q150,,44543,33859,23.99,1,1,false,false,true,true,0.02,,
cc-2023-2023246.pdf,cc,mutool,q72,,44543,33859,23.99,1,1,false,false,true,true,0.02,,
cc-2023-2023246.pdf,cc,qpdf,lossless,,44543,39042,12.35,1,1,false,false,true,true,0.01,,
cc-2023-2023255.pdf,cc,hyper,lossless,,73976,70330,4.93,0.98,0.993,false,false,true,true,0.04,,
cc-2023-2023255.pdf,cc,hyper,q300,,73976,66107,10.64,0.979,0.993,false,false,true,true,0.05,,
cc-2023-2023255.pdf,cc,hyper,q150,,73976,62974,14.87,0.978,0.993,false,false,true,true,0.06,,
cc-2023-2023255.pdf,cc,hyper,q72,,73976,61763,16.51,0.975,0.991,false,false,true,true,0.04,,
cc-2023-2023255.pdf,cc,gs,lossless,,73976,74991,-1.37,0.999,0.999,false,false,true,true,0.2,,
cc-2023-2023255.pdf,cc,gs,q300,,73976,80518,-8.84,0.999,0.999,false,false,true,true,0.24,,
cc-2023-2023255.pdf,cc,gs,q150,,73976,74970,-1.34,0.999,0.999,false,false,true,true,0.21,,
cc-2023-2023255.pdf,cc,gs,q72,,73976,73668,0.42,0.999,0.999,false,false,true,true,0.17,,
cc-2023-2023255.pdf,cc,mutool,lossless,,73976,73167,1.09,1,1,false,false,true,true,0.02,,
cc-2023-2023255.pdf,cc,mutool,q300,,73976,73334,0.87,1,1,false,false,true,true,0.03,,
cc-2023-2023255.pdf,cc,mutool,q150,,73976,73334,0.87,1,1,false,false,true,true,0.03,,
cc-2023-2023255.pdf,cc,mutool,q72,,73976,73132,1.14,0.999,1,false,false,true,true,0.03,,
cc-2023-2023255.pdf,cc,qpdf,lossless,,73976,72230,2.36,1,1,false,false,true,true,0.01,,
cc-2023-2023262.pdf,cc,hyper,lossless,,3835148,3421390,10.79,1,1,false,false,true,true,0.6,,
cc-2023-2023262.pdf,cc,hyper,q300,,3835148,1217772,68.25,0.999,1,false,false,true,true,1.24,,
cc-2023-2023262.pdf,cc,hyper,q150,,3835148,678860,82.3,0.998,1,false,false,true,true,0.99,,
cc-2023-2023262.pdf,cc,hyper,q72,,3835148,489367,87.24,0.996,1,false,false,true,true,0.76,,
cc-2023-2023262.pdf,cc,gs,lossless,,3835148,3551294,7.4,0.981,0.996,false,false,true,true,1.33,,
cc-2023-2023262.pdf,cc,gs,q300,,3835148,3392036,11.55,0.976,0.995,false,false,true,true,0.39,,
cc-2023-2023262.pdf,cc,gs,q150,,3835148,616717,83.92,0.976,0.995,false,false,true,true,1.69,,
cc-2023-2023262.pdf,cc,gs,q72,,3835148,314740,91.79,0.976,0.995,false,false,true,true,2,,
cc-2023-2023262.pdf,cc,mutool,lossless,,3835148,3790247,1.17,1,1,false,false,true,true,0.02,,
cc-2023-2023262.pdf,cc,mutool,q300,,3835148,3540621,7.68,1,1,false,false,true,true,1.39,,
cc-2023-2023262.pdf,cc,mutool,q150,,3835148,2166845,43.5,0.998,1,false,false,true,true,1.28,,
cc-2023-2023262.pdf,cc,mutool,q72,,3835148,769746,79.93,0.997,0.999,false,false,true,true,0.92,,
cc-2023-2023262.pdf,cc,qpdf,lossless,,3835148,3471243,9.49,1,1,false,false,true,true,0.05,,
cc-2023-2023282.pdf,cc,hyper,lossless,,609560,394374,35.3,1,1,false,false,true,true,0.22,,
cc-2023-2023282.pdf,cc,hyper,q300,,609560,345576,43.31,1,1,false,false,true,true,0.24,,
cc-2023-2023282.pdf,cc,hyper,q150,,609560,341182,44.03,0.999,1,false,false,true,true,0.22,,
cc-2023-2023282.pdf,cc,hyper,q72,,609560,334884,45.06,0.989,0.996,false,false,true,true,0.19,,
cc-2023-2023282.pdf,cc,gs,lossless,,609560,857218,-40.63,0.964,0.973,false,false,true,true,0.74,,
cc-2023-2023282.pdf,cc,gs,q300,,609560,846027,-38.79,0.964,0.973,false,false,true,true,0.6,,
cc-2023-2023282.pdf,cc,gs,q150,,609560,828074,-35.85,0.964,0.973,false,false,true,true,0.62,,
cc-2023-2023282.pdf,cc,gs,q72,,609560,806679,-32.34,0.963,0.973,false,false,true,true,0.62,,
cc-2023-2023282.pdf,cc,mutool,lossless,,609560,566147,7.12,1,1,false,false,true,true,0.09,,
cc-2023-2023282.pdf,cc,mutool,q300,,609560,560148,8.11,1,1,false,false,true,true,0.21,,
cc-2023-2023282.pdf,cc,mutool,q150,,609560,560148,8.11,1,1,false,false,true,true,0.22,,
cc-2023-2023282.pdf,cc,mutool,q72,,609560,562327,7.75,0.987,0.998,false,false,true,true,0.2,,
cc-2023-2023282.pdf,cc,qpdf,lossless,,609560,569761,6.53,1,1,false,false,true,true,0.17,,
cc-2023-2023286.pdf,cc,hyper,lossless,,172379,71686,58.41,1,1,false,false,true,true,0.03,,
cc-2023-2023286.pdf,cc,hyper,q300,,172379,65610,61.94,1,1,false,false,true,true,0.04,,
cc-2023-2023286.pdf,cc,hyper,q150,,172379,65610,61.94,1,1,false,false,true,true,0.04,,
cc-2023-2023286.pdf,cc,hyper,q72,,172379,60918,64.66,0.987,0.994,false,false,true,true,0.03,,
cc-2023-2023286.pdf,cc,gs,lossless,,172379,294441,-70.81,0.941,0.976,false,false,true,true,0.4,,
cc-2023-2023286.pdf,cc,gs,q300,,172379,299972,-74.02,0.941,0.976,false,false,true,true,0.37,,
cc-2023-2023286.pdf,cc,gs,q150,,172379,294618,-70.91,0.941,0.976,false,false,true,true,0.38,,
cc-2023-2023286.pdf,cc,gs,q72,,172379,285071,-65.37,0.94,0.975,false,false,true,true,0.38,,
cc-2023-2023286.pdf,cc,mutool,lossless,,172379,161310,6.42,1,1,false,false,true,true,0.02,,
cc-2023-2023286.pdf,cc,mutool,q300,,172379,160977,6.61,1,1,false,false,true,true,0.03,,
cc-2023-2023286.pdf,cc,mutool,q150,,172379,159149,7.67,1,1,false,false,true,true,0.04,,
cc-2023-2023286.pdf,cc,mutool,q72,,172379,158013,8.33,1,1,false,false,true,true,0.03,,
cc-2023-2023286.pdf,cc,qpdf,lossless,,172379,161430,6.35,1,1,false,false,true,true,0.03,,
cc-2023-2023288.pdf,cc,hyper,lossless,,207328,123308,40.53,1,1,false,false,true,true,0.04,,
cc-2023-2023288.pdf,cc,hyper,q300,,207328,102288,50.66,1,1,false,false,true,true,0.04,,
cc-2023-2023288.pdf,cc,hyper,q150,,207328,102288,50.66,1,1,false,false,true,true,0.04,,
cc-2023-2023288.pdf,cc,hyper,q72,,207328,102288,50.66,1,1,false,false,true,true,0.04,,
cc-2023-2023288.pdf,cc,gs,lossless,,207328,127325,38.59,0.99,0.99,false,false,true,true,0.07,,
cc-2023-2023288.pdf,cc,gs,q300,,207328,130065,37.27,0.99,0.99,false,false,true,true,0.06,,
cc-2023-2023288.pdf,cc,gs,q150,,207328,127508,38.5,0.99,0.99,false,false,true,true,0.06,,
cc-2023-2023288.pdf,cc,gs,q72,,207328,127508,38.5,0.99,0.99,false,false,true,true,0.07,,
cc-2023-2023288.pdf,cc,mutool,lossless,,207328,206398,0.45,1,1,false,false,true,true,0.02,,
cc-2023-2023288.pdf,cc,mutool,q300,,207328,204890,1.18,1,1,false,false,true,true,0.02,,
cc-2023-2023288.pdf,cc,mutool,q150,,207328,204890,1.18,1,1,false,false,true,true,0.02,,
cc-2023-2023288.pdf,cc,mutool,q72,,207328,204890,1.18,1,1,false,false,true,true,0.02,,
cc-2023-2023288.pdf,cc,qpdf,lossless,,207328,203705,1.75,1,1,false,false,true,true,0.23,,
cc-2023-2023291.pdf,cc,hyper,lossless,,851689,837519,1.66,1,1,false,false,true,true,0.02,,
cc-2023-2023291.pdf,cc,hyper,q300,,851689,515404,39.48,0.999,1,false,false,true,true,0.29,,
cc-2023-2023291.pdf,cc,hyper,q150,,851689,412736,51.54,0.956,0.959,false,false,true,true,0.3,,
cc-2023-2023291.pdf,cc,hyper,q72,,851689,79145,90.71,0.835,0.839,false,false,true,true,0.11,,
cc-2023-2023291.pdf,cc,gs,lossless,,851689,840044,1.37,0.845,0.854,false,false,true,true,0.09,,
cc-2023-2023291.pdf,cc,gs,q300,,851689,840199,1.35,0.845,0.854,false,false,true,true,0.09,,
cc-2023-2023291.pdf,cc,gs,q150,,851689,472799,44.49,0.846,0.855,false,false,true,true,0.73,,
cc-2023-2023291.pdf,cc,gs,q72,,851689,132806,84.41,0.708,0.721,false,false,true,true,0.87,,
cc-2023-2023291.pdf,cc,mutool,lossless,,851689,850268,0.17,1,1,false,false,true,true,0.02,,
cc-2023-2023291.pdf,cc,mutool,q300,,851689,1465710,-72.09,1,1,false,false,true,true,0.12,,
cc-2023-2023291.pdf,cc,mutool,q150,,851689,1340139,-57.35,0.999,0.999,false,false,true,true,0.13,,
cc-2023-2023291.pdf,cc,mutool,q72,,851689,962708,-13.04,0.824,0.832,false,false,true,true,0.08,,
cc-2023-2023291.pdf,cc,qpdf,lossless,,851689,839438,1.44,1,1,false,false,true,true,0,,
cc-2023-2023295.pdf,cc,hyper,lossless,,90238,82307,8.79,1,1,false,false,true,true,0.05,,
cc-2023-2023295.pdf,cc,hyper,q300,,90238,82307,8.79,1,1,false,false,true,true,0.15,,
cc-2023-2023295.pdf,cc,hyper,q150,,90238,82307,8.79,1,1,false,false,true,true,0.18,,
cc-2023-2023295.pdf,cc,hyper,q72,,90238,81787,9.37,0.995,0.998,false,false,true,true,0.12,,
cc-2023-2023295.pdf,cc,gs,lossless,,90238,133497,-47.94,1,1,false,false,true,true,0.07,,
cc-2023-2023295.pdf,cc,gs,q300,,90238,138948,-53.98,1,1,false,false,true,true,0.07,,
cc-2023-2023295.pdf,cc,gs,q150,,90238,127577,-41.38,0.999,1,false,false,true,true,0.09,,
cc-2023-2023295.pdf,cc,gs,q72,,90238,127576,-41.38,0.999,1,false,false,true,true,0.11,,
cc-2023-2023295.pdf,cc,mutool,lossless,,90238,88821,1.57,1,1,false,false,true,true,0.02,,
cc-2023-2023295.pdf,cc,mutool,q300,,90238,88620,1.79,1,1,false,false,true,true,0.04,,
cc-2023-2023295.pdf,cc,mutool,q150,,90238,88620,1.79,1,1,false,false,true,true,0.05,,
