file,tranche,bytes,pages,encrypted,signed,tagged,hasForms,sha256,origin_url,orig_name
arxiv-2606.27529.pdf,arxiv,5007252,22,false,false,false,false,3ddbb2d61ece11e6d481105714c1bd8055a33caa314a4d951223b987cb389e3b,https://arxiv.org/abs/2606.27529v1,2606.27529v1
arxiv-2606.27783.pdf,arxiv,6911174,31,false,false,false,false,a062e332dceec8d6dc85dd8f9f22babdc4d9f3d92119f269faeb20d1ce836775,https://arxiv.org/abs/2606.27783v1,2606.27783v1
arxiv-2606.27946.pdf,arxiv,11688260,36,false,false,false,false,88f7eca5e58732611e41fbc5c03777894002a0bf12f67721617061ad64d21dff,https://arxiv.org/abs/2606.27946v1,2606.27946v1
arxiv-2606.28003.pdf,arxiv,1962855,33,false,false,false,false,b27c8ce85a42e554e51cfc16860cccb4497c47f6d6043976bbbc18561ad2b2ab,https://arxiv.org/abs/2606.28003v1,2606.28003v1
arxiv-2606.28240.pdf,arxiv,330874,6,false,false,false,false,4c3b2d2d899fd04ffbe6fbeb3aac1e9c296ffd02c89e0903ebfa3060f46328f9,https://arxiv.org/abs/2606.28240v1,2606.28240v1
arxiv-2606.28260.pdf,arxiv,1448617,7,false,false,false,false,ca2dcfee1afa810a6ea237907c23447681465822ccf779e0d0690f400416540b,https://arxiv.org/abs/2606.28260v1,2606.28260v1
arxiv-2606.28262.pdf,arxiv,2621608,19,false,false,false,false,6d5a604e3f37205884e54bcbeab25a7c3356660f8986f47582ff06b3d54d47b4,https://arxiv.org/abs/2606.28262v1,2606.28262v1
arxiv-2606.28399.pdf,arxiv,13354273,26,false,false,false,false,96cb5d2c058422d34a74e34eff4d65f5aa5a1e0be28219804d28e575bf4f2cda,https://arxiv.org/abs/2606.28399v1,2606.28399v1
arxiv-2606.28470.pdf,arxiv,3676796,26,false,false,false,false,87bb25fd09fc14a71d0be5c57b7c3384373335e3880a38ab4c9ea9f54e7d9531,https://arxiv.org/abs/2606.28470v1,2606.28470v1
arxiv-2606.28567.pdf,arxiv,658389,7,false,false,false,false,8991e14867aa52264e77737165c987c12ac2afe9a647dd169ad8876c63e3aee0,https://arxiv.org/abs/2606.28567v1,2606.28567v1
arxiv-2606.28653.pdf,arxiv,9383291,17,false,false,false,false,2f6d8a501fd03adb7f121e373d636bebc72eda260f271e14ceaf2dbc3790e32c,https://arxiv.org/abs/2606.28653v1,2606.28653v1
arxiv-2606.29051.pdf,arxiv,5150774,12,false,false,false,false,0342f2cc4ae2446dd288b5d4aaae6633001ae0b57785b397ea2cde2fbcad0bd4,https://arxiv.org/abs/2606.29051v1,2606.29051v1
arxiv-2606.29098.pdf,arxiv,977139,14,false,false,false,false,b452842dc50d2eef489e36c44b60355ec5992dc570cf1d840226d902b28c3a83,https://arxiv.org/abs/2606.29098v1,2606.29098v1
arxiv-2606.29410.pdf,arxiv,1423339,31,false,false,false,false,caf35779f11d31299ef778f521c311a07e0078d375365fefd7fee9b1f5bad01c,https://arxiv.org/abs/2606.29410v1,2606.29410v1
arxiv-2606.29499.pdf,arxiv,7590454,8,false,false,false,false,347a1042357c840e266c6d6aebfda6cc913ba68cbf8898ba3c769dd3192fc94d,https://arxiv.org/abs/2606.29499v1,2606.29499v1
arxiv-2606.29655.pdf,arxiv,500565,28,false,false,false,false,fd9597207e545729f76f3c76d39964a0ab626197e2bb9ccedc7adfea9522a488,https://arxiv.org/abs/2606.29655v1,2606.29655v1
arxiv-2606.29698.pdf,arxiv,8940512,23,false,false,false,false,1f9cc2efc532da6a29c03acb251a94f878dc6f9de067e862a3716f4d75dbbd6d,https://arxiv.org/abs/2606.29698v1,2606.29698v1
arxiv-2606.29838.pdf,arxiv,1859428,21,false,false,false,false,c6559b203dc06eddebfa9061419ce69bc785255ca9b554b3f1bd08eb3411daa5,https://arxiv.org/abs/2606.29838v1,2606.29838v1
arxiv-2606.29843.pdf,arxiv,14191256,17,false,false,false,false,b128e522e109c6321734f2821ee54f815fd350176590be72a10f1522b1f123b5,https://arxiv.org/abs/2606.29843v1,2606.29843v1
arxiv-2606.30041.pdf,arxiv,14897721,28,false,false,false,false,2dc66b371a17104e43f36a3f09d9a84346ff73ca6230259395f7251fc4ff51f9,https://arxiv.org/abs/2606.30041v1,2606.30041v1
arxiv-2606.30172.pdf,arxiv,522041,35,false,false,false,false,dd24f607d8d01140f10ce3b598a9a840c0a3ea4c6a0398024abacb3b5fabbcf2,https://arxiv.org/abs/2606.30172v1,2606.30172v1
arxiv-2606.30184.pdf,arxiv,412630,12,false,false,false,false,e8c45b53aeaac8410556119b0099c90eb6b7d07fd255d6da4884fcbb1520301d,https://arxiv.org/abs/2606.30184v1,2606.30184v1
arxiv-2606.30267.pdf,arxiv,18918345,45,false,false,false,false,4671afa540a27dda04f15be1600b8a03b925e245247758bbe904e058d9a949b1,https://arxiv.org/abs/2606.30267v1,2606.30267v1
arxiv-2606.30329.pdf,arxiv,4337681,29,false,false,false,false,720b24a1b6b9775bb5a00f73180cab29f730d27d45065a2343192a6114c2989d,https://arxiv.org/abs/2606.30329v2,2606.30329v2
arxiv-2606.30366.pdf,arxiv,3636323,21,false,false,false,false,6b0e21d555f1789357d026f674fb32830549562a925c3d18c8f3ad084de47605,https://arxiv.org/abs/2606.30366v1,2606.30366v1
arxiv-2606.30386.pdf,arxiv,316551,10,false,false,false,false,157453f727fb0a019d98135dba8cd72d94bdb70944b91dffac3ef13c22f8b4b9,https://arxiv.org/abs/2606.30386v1,2606.30386v1
arxiv-2606.30401.pdf,arxiv,785228,10,false,false,false,false,7133c338dc68dfd00e35714e08677623a3c2f808108466f1d0817a986b92fa70,https://arxiv.org/abs/2606.30401v1,2606.30401v1
arxiv-2606.30501.pdf,arxiv,4851876,18,false,false,false,false,e48ece071508d43652f48d709581f41dbcfabff01745ab301f221e9d2783c2fd,https://arxiv.org/abs/2606.30501v2,2606.30501v2
arxiv-2606.30535.pdf,arxiv,1435777,20,false,false,true,false,f29b1a99ad920585727ef4ed09f56205847172bcaf3eeb91eeb401185cef1c07,https://arxiv.org/abs/2606.30535v1,2606.30535v1
arxiv-2606.30605.pdf,arxiv,613868,12,false,false,false,false,e4dd62719ccf8bd961a4d5d52422411e0908b5b3f185270515da9bd7fe81fa09,https://arxiv.org/abs/2606.30605v1,2606.30605v1
arxiv-2606.30637.pdf,arxiv,1168605,72,false,false,false,false,66f9ade01f8bcb850d5fdd7bc93586d549c97f036cd0841cb8dc93959516190a,https://arxiv.org/abs/2606.30637v2,2606.30637v2
arxiv-2606.30772.pdf,arxiv,276776,14,false,false,false,false,9af5990d4306277e53b9235f0ba94a3eb97a91d5c3d7a80410332a0148c11206,https://arxiv.org/abs/2606.30772v1,2606.30772v1
arxiv-2606.30913.pdf,arxiv,16767879,11,false,false,false,false,3e3bb18802f0f6cba81a5aab3f13cc6635df32988b0183363c0ce29109ed6bd0,https://arxiv.org/abs/2606.30913v1,2606.30913v1
arxiv-2606.30971.pdf,arxiv,994595,17,false,false,false,false,191b8e513b68adfb7e2fc897e91fbff0e68c414ca72f12d8424498bf7f882c67,https://arxiv.org/abs/2606.30971v2,2606.30971v2
arxiv-2606.30983.pdf,arxiv,279597,4,false,false,false,false,a581d1d207ced6db2d7200aa16d718a4ea4b1c1f02a405884339ff974cb19af4,https://arxiv.org/abs/2606.30983v1,2606.30983v1
arxiv-2606.31009.pdf,arxiv,832568,18,false,false,false,false,2bf07af94d2c24172d50b5f4e623c6626f0bd36fa21f6b8c556c5d5335982fd7,https://arxiv.org/abs/2606.31009v1,2606.31009v1
arxiv-2606.31059.pdf,arxiv,9354583,15,false,false,false,false,1522e6f62a6b193032b56209a11ee3eb49f5201e24e1b69ae7b83068e356423f,https://arxiv.org/abs/2606.31059v1,2606.31059v1
arxiv-2606.31072.pdf,arxiv,388407,19,false,false,false,false,42a2c819697c13e9817a4a9a4f64990751927841d1ec95969145c66fc26a04a5,https://arxiv.org/abs/2606.31072v1,2606.31072v1
arxiv-2606.31078.pdf,arxiv,429874,20,false,false,false,false,7f7c5a7d42560bf0c88e558d9d0faae1d88e614d37ae45f754ebb6ca65cfe91d,https://arxiv.org/abs/2606.31078v1,2606.31078v1
arxiv-2606.31083.pdf,arxiv,509948,24,false,false,false,false,137586642dcfdd78fc10963461acdaeda1aee5bc5d2e7f515b609320359973ee,https://arxiv.org/abs/2606.31083v1,2606.31083v1
arxiv-2606.31123.pdf,arxiv,689761,36,false,false,false,false,dccf325141a16eb7778de9fc9de31a64279b3c4d6e3f7a7c5bf23762a1b31c67,https://arxiv.org/abs/2606.31123v1,2606.31123v1
arxiv-2606.31170.pdf,arxiv,294889,6,false,false,false,false,99b3071fd382e9a21bdaf39b71e0c7b735b38aa855bb94609636b283f56a5737,https://arxiv.org/abs/2606.31170v1,2606.31170v1
arxiv-2606.31224.pdf,arxiv,529790,29,false,false,false,false,073904d05cdf87e146b15f7f94d988e2fcefe40abe67f54c18041556f4b27354,https://arxiv.org/abs/2606.31224v1,2606.31224v1
arxiv-2606.31283.pdf,arxiv,3328283,25,false,false,false,false,39179913d18d7d679df36a30a2c68347e73b548f8306fb67f2f96f3081aa219e,https://arxiv.org/abs/2606.31283v1,2606.31283v1
arxiv-2606.31395.pdf,arxiv,341182,37,false,false,false,false,761b8200687224bc4a66a67852c51e15aead8dee417d7b1ca068ac9392a7255e,https://arxiv.org/abs/2606.31395v1,2606.31395v1
arxiv-2606.31448.pdf,arxiv,405855,6,false,false,false,false,14b6d6484520b07abd37a92c7ccf4337f154ba80f4072935880d1ae1517cdf24,https://arxiv.org/abs/2606.31448v1,2606.31448v1
arxiv-2606.31452.pdf,arxiv,400041,27,false,false,false,false,fe0c465a7ad55cf4e4bb39d3d026cbb56071981a64b45ce198155972e0f1660b,https://arxiv.org/abs/2606.31452v1,2606.31452v1
arxiv-2606.31620.pdf,arxiv,7088518,15,false,false,false,false,219a341130c585b679a0d17cf4461cacd56354027e2ddca1f668ef6aac911473,https://arxiv.org/abs/2606.31620v1,2606.31620v1
arxiv-2606.31656.pdf,arxiv,3410818,10,false,false,false,false,17db5e66dce37703ff6623458abf838f4102f5c3f0dec14ba3a2f6f66ead4b7c,https://arxiv.org/abs/2606.31656v1,2606.31656v1
arxiv-2606.31666.pdf,arxiv,626649,35,false,false,false,false,ccc59d50864d72d6988cd029bdcbca30a97640e4af5d58f5ceee57a6b1279221,https://arxiv.org/abs/2606.31666v1,2606.31666v1
arxiv-2606.31783.pdf,arxiv,519602,13,false,false,false,false,6823c8b8f765081b7dea9db396e0ccd72c4e8a361a34bfcac5f9216964ded2da,https://arxiv.org/abs/2606.31783v1,2606.31783v1
arxiv-2606.31786.pdf,arxiv,1850877,9,false,false,false,false,bb517505803732d746c03f1626272db190f75d971dc8906f0856cc40c5cea9f9,https://arxiv.org/abs/2606.31786v1,2606.31786v1
arxiv-2606.31838.pdf,arxiv,3072347,25,false,false,false,false,a3e8be023f3f3c0c522e7aa43f6aacbabf906903f960790605769912c835cc8a,https://arxiv.org/abs/2606.31838v1,2606.31838v1
